ID,Vowel,Gender,Roughness,Breathiness,Brightness,Naturalness
15,o,female,-1,-1,3,-2
15,i,male,0,-3,0,-3
15,o,female,-2,-1,-2,-2
15,a,female,-2,0,2,-2
15,o,male,-2,-2,0,-2
15,o,female,-1,-1,0,-1
15,a,female,0,-3,0,-2
15,a,male,-1,-2,3,-3
15,i,male,-2,-3,0,-3
15,a,female,0,-4,1,-2
15,o,male,0,-1,-1,-2
16,o,male,1,-1,3,3
16,i,male,-2,-2,-2,0
16,o,female,-1,1,-4,-3
16,o,male,-4,0,-4,-4
16,o,female,0,0,0,0
16,i,female,2,-4,0,-1
16,o,male,-2,1,-2,-3
16,i,female,1,0,-1,1
16,a,male,-1,0,-1,-1
16,a,male,1,-2,0,1
16,i,female,0,-2,-2,-1
16,i,male,-2,-1,-4,-4
16,o,male,-1,-1,-4,-4
16,o,female,0,-4,0,-2
16,o,male,-3,-3,-2,-4
16,i,female,0,0,1,2
16,i,male,-1,-4,-4,-4
16,a,female,0,-2,-2,-2
16,a,male,-1,-1,-3,-3
16,a,female,-1,-2,-4,-4
16,a,male,-1,0,-2,-3
16,a,female,-1,-4,-4,-4
16,i,male,-1,-3,-2,-4
16,a,female,0,-1,-1,-3
16,i,female,0,0,0,0
16,i,male,0,0,-1,-1
16,a,male,-2,-4,0,-1
16,o,female,-1,-1,-2,-3
16,o,female,0,-1,0,0
16,a,female,0,-4,-2,-2
17,i,female,1,-1,2,-2
17,i,female,1,0,-1,-2
17,o,male,-1,-2,-2,-4
17,a,male,-2,-2,1,-2
17,i,female,0,-1,0,-2
17,a,female,0,-3,1,-3
17,o,female,-2,-1,-1,-2
17,a,male,-1,-2,-1,-3
17,a,female,0,-1,0,-2
17,o,male,-2,-2,-1,-3
17,o,female,0,-2,1,-2
17,i,male,-1,-2,0,-3
17,i,male,-1,-2,0,-2
17,a,female,0,-3,0,-1
17,a,male,0,-1,0,-1
17,o,female,-1,-1,0,-1
17,a,female,-1,-2,-1,-2
17,a,male,0,-1,2,-4
17,a,male,2,2,0,-1
17,i,male,-4,-1,-2,-2
17,i,male,-2,-1,0,-2
17,o,male,0,2,0,-1
17,i,male,0,1,-2,-3
17,o,male,-2,-1,0,-1
17,i,female,-2,-2,-2,-2
17,o,female,-1,1,-1,-3
17,o,female,-2,-2,0,-1
17,i,female,0,-2,1,-2
17,o,male,2,0,1,-4
17,a,female,-2,-1,0,-2
18,o,female,-1,-3,2,1
18,a,male,2,-1,-1,-1
18,a,female,1,0,-1,-2
18,i,female,0,-1,0,-1
18,o,female,0,-1,0,0
18,i,male,-2,0,-2,-1
18,a,male,-1,0,1,1
18,o,male,1,-1,-2,-4
18,a,female,1,-2,-2,-2
18,o,male,-1,-3,1,2
18,a,female,1,-1,-1,-4
18,o,female,0,1,0,1
18,a,female,0,-1,-2,-4
18,i,male,-1,-1,-2,-2
18,o,female,-1,-1,1,-3
18,a,female,0,-1,-1,-1
18,i,male,-2,-3,-1,-3
18,a,male,-1,-3,-2,-3
18,o,male,-2,-2,-2,-3
18,i,female,3,2,0,1
18,a,male,1,-2,0,-2
18,i,female,-1,1,3,1
18,i,female,-1,-1,-1,-1
18,a,male,-1,-2,-2,-2
18,i,male,1,0,0,1
18,i,male,-1,-2,-1,-3
18,i,female,0,-1,-3,-2
18,o,male,0,1,1,1
18,o,female,0,-1,-1,-1
18,o,male,-1,-4,-1,-4
19,i,female,-2,-2,3,1
19,i,male,-2,0,-2,-1
19,i,female,-1,1,-3,1
19,o,female,-1,-1,-1,0
19,o,female,-2,-1,-2,-1
19,i,male,-2,-2,-2,-1
19,i,female,-1,0,-2,-1
19,a,female,1,-1,1,-1
19,o,male,-1,-1,-1,1
19,a,female,-2,-2,-3,1
19,a,male,-2,-2,-2,0
19,o,male,-2,-1,-2,-1
19,a,female,2,0,2,-1
19,o,female,-1,0,-2,-1
19,i,male,-3,-1,-3,-3
19,a,male,-2,0,-2,1
19,i,female,-3,0,-3,-1
19,o,male,-3,-1,-3,-2
19,a,female,-2,-1,-3,-1
19,o,female,1,0,2,1
19,a,female,-2,-1,-3,-1
19,i,female,-2,-2,-2,-2
19,o,female,-1,-1,-2,-2
19,o,male,-2,-1,-2,-1
19,a,male,2,0,2,1
19,a,male,-3,-1,-3,-1
19,o,male,-2,0,-3,-2
19,a,male,-2,-1,-2,-1
19,i,male,-2,-1,-2,-2
19,i,male,-2,-1,-2,-2
20,a,male,1,-2,-3,0
20,o,female,1,-1,-1,-1
20,a,female,1,-2,1,-1
20,o,male,-1,-1,-1,-3
20,o,male,1,-1,2,1
20,i,female,-1,-1,0,-1
20,i,male,-1,-2,-1,-1
20,i,male,-1,-1,-2,-1
20,o,female,1,-2,-3,-2
20,i,male,-1,-1,-2,-2
20,a,male,0,-1,-2,-3
20,a,male,-1,-2,-1,-1
20,a,male,0,-2,-2,-1
20,a,female,-1,-2,-2,-1
20,o,female,-1,-2,-3,-1
20,o,male,-1,-3,-1,-2
20,i,female,0,0,-1,0
20,o,female,0,-1,0,0
20,i,female,-1,-1,-1,-1
20,a,female,0,-2,-2,-1
20,i,male,-1,-2,-1,-2
20,o,male,-1,-2,-1,-1
20,a,female,1,-1,-2,0
20,i,female,-1,0,0,0
20,i,male,1,-1,-1,-1
20,a,male,-1,-2,-2,-2
20,i,female,0,-1,-2,-1
20,o,female,0,-1,2,0
20,o,male,-1,-2,-2,-1
20,a,female,0,-2,-1,-1
21,a,male,2,-2,-2,-1
21,a,female,1,1,1,0
21,i,female,2,1,0,1
21,i,male,1,-1,-2,-1
21,a,female,1,-2,-2,-2
21,o,female,1,-2,-2,-1
21,a,male,2,-2,-2,-1
21,i,female,0,0,-2,0
21,i,female,1,1,-2,-1
21,o,male,1,0,-2,-1
21,i,female,-1,1,-2,-1
21,a,male,-1,-1,-2,-1
21,i,male,-1,1,-2,-2
21,i,male,1,2,-2,-1
21,o,female,-1,-2,-2,-1
21,i,male,2,-1,-1,-1
21,i,female,-2,-1,-2,-1
21,a,male,-1,-1,-2,0
21,a,female,1,1,-2,-1
21,i,male,1,-1,-1,0
21,o,male,-1,-1,-3,-1
21,o,female,1,-2,-2,-1
21,o,male,1,-1,-2,-1
21,a,female,0,0,-2,-1
21,a,male,1,-1,-2,0
21,o,female,1,-2,-2,-1
21,a,female,1,-1,-1,-1
21,o,male,1,-2,-2,-1
21,o,male,1,0,-2,-1
21,o,female,0,1,1,0
